Unnamed: 0	audios	text	without_lm	with_lm
117	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-15444-0021.wav	on the evaporation of the alcohol the resinous and fatty matters separate	on te evaparation of the alcohol the wezines and fatdy madas separate	on the evaporation of the alcohol the resinous and fatty mati separate
118	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-15444-0022.wav	evaporate the filtrate to a syrup and extract with successive portions of absolute alcohol	evaparate the filtrate to acyryp and extract with successive portions of absolute alcohol	evaporate the filtrate to syrup and extract with successive portions of absolute alcohol
119	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-15444-0023.wav	separate the ethereal solution and evaporate	separate the etheorial solution and ireparate	separate the ethereal solution and separate
120	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-15444-0024.wav	five a part of this ethereal solution is poured into a watch glass and allowed to evaporate	five a part of this ethereal solution is poured into a watch glass and allowed to reparate	five a part of this ethereal solution is poured into a watch glass and allowed to separate
121	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-15444-0025.wav	to purify it add a small quantity of dilute sulphuric acid and after evaporating to three quarters of its bulk add a saturated solution of carbonate of potash or soda	to prurify it add a small quantity of delude sylphuric acid and after evaparating to three quarters of its balk add a saturated solution of carbonate of pot sh or soda	to purify it add a small quantity of dilute sulphuric acid and after evaporating to three quarters of its bulk add a saturated solution of carbonate of potash or soda
122	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-15444-0026.wav	boil the finely divided substance with about one eighth its bulk of pure hydrochloric acid add from time to time potassic chlorate until the solids are reduced to a straw yellow fluid	boy the finelly divide a substance with about one eighth it spalk of pure hydrocloric acid add from time to time potassic loride until the solids are reduced to a straw yellow fluid	boy the finely divided a substance with about one eighth it spark of pure hydrochloric acid add from time to time potassic chlorate until the solids are reduced to a straw yellow fluid
123	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-15444-0027.wav	the residue of the material after digestion with hydrochloric acid and potassium chlorate may have to be examined for silver lead and barium	the resedue of the material after digestion was hydrocloric acid and potassium chloride may have to be examined for cylvil led and barion	the residue of the material after digestion was hydrochloric acid and potassium chlorate may have to be examined for silver led and bar on
124	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0000.wav	a thousand blessings from a grateful heart	a thousand blessings from a grate for heart	a thousand blessings from a grape for heart
125	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0001.wav	perusal said the pawnbroker that's the way to pernounce it	perusal said the ponbroker that's the way to pronounce it	perusal said the pawnbroker that's the way to pronounce it
126	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0002.wav	his books told him that treasure is best hidden under loose boards unless of course your house has a secret panel which his had not	his books told him that treasure is best hidden on e loose boards and as of course yor house has a secret mannor which his had not	his books told him that treasure is best hidden on a loose boards and as of course your house has a secret manner which his had not
127	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0003.wav	he got it up and pushed his treasures as far in as he could along the rough crumbly surface of the lath and plaster	he got it up and pushed his treasures as far in as he could along the rough crumbly surface of the las and plaster	he got it up and pushed his treasures as far in as he could along the rough crumbly surface of the last and plaster
128	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0004.wav	when dickie came down his aunt slightly slapped him and he took the halfpenny and limped off obediently	when dicky came down his aunt slaghtly slappetd him and he took the half penny and limped off obediently	when dick came down his aunt slightly slapped him and he took the halfpenny and limped off obediently
129	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0005.wav	he had never seen one before and it interested him extremely	he had never seen one before and it interested him extremely	he had never seen one before and it interested him extremely
130	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0006.wav	he looked about him and knew that he did not at all know where he was	he looked about him and knew that he did not at all know where he was	he looked about him and knew that he did not at all know where he was
131	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0007.wav	what's up matey lost your way dickie explained	what's up maitie usty a way dicky explained	what's up mati dusty away dick explained
132	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0008.wav	when he said ave i bin asleep	when he said have i been asleep	when he said have i been asleep
133	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0009.wav	here we are said the man	here we are said the men	here we are said the men
134	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0010.wav	not exackly said the man but it's all right	not exactly said the men but it's all right	not exactly said the man but it's all right
135	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0011.wav	when it was over the man asked dickie if he could walk a little way and when dickie said he could they set out in the most friendly way side by side	when it was over the man asked dicky if he could walk a little way and when dicky said he could they sat out in the most friendly way side by side	when it was over the man asked dick if he could walk a little way and when dickie said he could they sat out in the most friendly way side by side
136	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0012.wav	and the tea and all an the egg	and the t andol and the egg	and the tail and the egg
137	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0013.wav	and this is the prettiest place ever i see	and this is the prettiest place ever i see	and this is the prettiest place ever i see
138	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/1998-29454-0014.wav	i shall catch it a fair treat as it is	i shall catch it a fair treed as it is	i shall catch it a fair tree as it is
