audios	text	without_lm	with_lm
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19180413.mp3	சஞ்சீவி பர்வதத்தின் சாரல்என்று சொல்லிடுவார்	சஞ்சீவி பர்வதத்தின் சாரலென்று சொல்லிடுவார்	சஞ்சீவி பர்வதத்தின் சாரல்என்று சொல்லிடுவார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19180414.mp3	விசைஒடிந்த தேகத்தில் வன்மை வேண்டும்	விசை ஒொடிந்த தேகத்தில் மன்னை வீண்டும்	விசைஒடிந்த தேகத்தில் அன்னை வேண்டும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19180415.mp3	ஆசையால் ஓர்முத்தம் அச்சாரம் போ டென்றான்	ஆசையால் ஓர்முத்தம் மச்சாரம் போடென்றாம்	ஆசையால் ஓர்முத்தம் அச்சாரம் போ டென்றான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19180422.mp3	தாமும் அவளும் தனியறை செல்வார்	தாமும் மமழும் தனரை செல்வர்	தாமும் அவளும் தனியறை செல்வம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819891.mp3	வள்ளிநாட்டு மன்னன்	வாள்ளி னாட் டுமன்ன	வள்ளிநாட்டு அன்ன
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819892.mp3	இக்கணம் மகுடம்பூண ஏற்றதோர் சூழ்ச்சிகேட்போம்	இக்கணம் மகுடம் சூபூன எற்றதோர் சூழ்ச்சி கேட்போம்	இக்கணம் மகுடம் சொற் போன ஏற்றதோர் சூழ்ச்சிகேட்போம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819893.mp3	அயலார் தனித்தனி அங்கு வந்தார்கள்	அயலார் தனித்தணிஅங்கு வந்தார்கள்	அயலார் தனித்தனி அங்கு வந்தார்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19819895.mp3	வீரங்கொள் கூட்டம் அன்னார்	வீரம்கொள் கூட்டம்  அன்னர்	வீரம் கொள் கூட்டம்  அன்னார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_22702619.mp3	இல்லை	இல்லை	இல்லை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_22702621.mp3	ஏழு	ஏடு	ஏடு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_22702650.mp3	இரண்டு	இரண்பெல்	இரண்டு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20526315.mp3	சங்கிலி தலைவரைச் சாப்பிட அழைத்தாள்	சங்கிலித் தலைவரைச் சாப்பிட அளைத்தாள்	சங்கிலி தலைவரைச் சாப்பிட அழைத்தாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20526316.mp3	ஒரு விடுகதை சொல்லு	ஒரு இடுவிதை சொல்லு	ஒரு விடுகதை சொல்லு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20526317.mp3	இரண்டு பற்கள் இல்லைஎன் றுரைத்தான்	பிரண்டு பர்கள் இள்லைஎன்றுரைத்தான்	புரண்டு பற்கள் இல்லை என்றுரைத்தான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20526318.mp3	பாக்கி இருப்பது பால் என்றறிந்து	பாக்கி இருப்பதுபல் என்றறிந்து	பாக்கி இருப்பது பால் என்றறிந்து
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20721058.mp3	கற்போர்கள் வியக்கும்வகை இந்நாள் மட்டும்	கற்போரு வியக்குமறி இன்னால் மட்டு	கற்று விளக்கு மற் இன்னல் மாட்டு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20721059.mp3	எக்களிக்க வேண்டும் இதயத்தில் ஈதன்றி	இக்களிக்கு வேண்டும் மிதிய் தீஙக தென்றை	எக்களிக்க வேண்டும் மதிய தீங்கு தென்று
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20721060.mp3	கோலம் போட்டவள் கொஞ்சம் நிமிர்ந்தாள்	கோலம் கூட்டவுள் கொஞ்சம் நிமிழ்ந்த்	கோலம் போட்டவள் கொஞ்சம் நிமிர்ந்து
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20721062.mp3	ஒன்றுகேள் சேனைத் தலைவ பகைப்புலம்	உன்றிகக இல் சேனைத் தலைவ பகைப்படும்	பன்றி கல் சேனைத் தலைவ பகைப்புலம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_23607183.mp3	அகர முதல எழுத்தெல்லாம் ஆதி பகவன் முதற்றே உலகு	கர மத்தனையிருத் தெல்லாம் ஆதி பார்வனமு கற்றை உுளகள்	அகர முத்த திருத் தெல்லாம் ஆதி பார் வன்மை கற்றை உலகக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_23607186.mp3	தேவையான பொருட்கள்	தேவையானப் பொருட்கள்	தேவையான பொருட்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_23607210.mp3	வெறும் மனப்பாடக் கல்விமுறையை இது ஒழிக்க முற்படுகிறது	மெறும் மணப்பாடக் கல்விமுறையை இது ஒளிக்க முற்படுகிறது	வெறும் மனப்பாடக் கல்விமுறையை இது ஒழிக்க முற்படுகிறது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_23607216.mp3	ஐயமில்லா கொள்கைகளை என்னுள் விதைத்த	வச்சமில்லாக் கொள்ககளை என்னுள் விதைத்த	அச்சமில்லை கொள்கைகளை என்னுள் விதைத்த
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21303566.mp3	இருக்கின்ற வேந்தர்களே என்வார்த்தை கேட்டிடுவீர்	இருக்கின்ற வேந்தர்களே இன் மார்த்தை கேற்றிடுவீர்	இருக்கின்ற வேந்தர்களே என்வார்த்தை கேட்டிடுவீர்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21303567.mp3	உன்எண்ணம் என்னசொல் நான்உனக் கொத்திருப்பேன்	உன்எண்ணம் என்ன சொல் நான்உனக் கொத்திருப்பின்	உன்எண்ணம் என்னசொல் நான்உனக் கொத்திருப்பேன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21303568.mp3	நுனி முதல் அடி வரை	நுனிமுதல் அடிவரை	நுனி முதல் அடி வரை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21303570.mp3	எதிர்ப்பில் வெளிப்படும் நமதுசக்தி  மற்றும்	எதிர்பில் வெளிப்படும் நமதுசத்தி மொற்றும்	எதிர்ப்பில் வெளிப்படும் நமது சத்தி மற்றும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21162674.mp3	நொறுக்கினார் முது கெலும்பைத்	நொறிக்கினார் முதுகலம்பைச	நொறுக்கினார் முது கல் பேச
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21162675.mp3	மங்குல்கடல் இவற்றோடும் பிறந்ததமி ழுடன்பிறந்தோம்	மங்குற் கடல்இவற்றோடம் பிறன் தமிழுடன் பிறந்தோம்	மங்குல்கடல் இவற்றோடும் பிறன் தமிழின் பிறந்தோர்
